ID,t_r_vodacom,t_w_vodacom,SAL_area,price_m2
1,47.375843,86.289238,.44431821,2123.5408
2,198.96779,278.36234,1.4570343,1576.8141
3,162.42056,189.60155,1.150455,1371.1787
4,139.17191,180.58063,.87523335,1931.2333
5,85.514267,99.539001,.58795381,1637.6437
6,28.414024,34.792942,.23047484,1939.2549
7,24.090157,30.393581,.20929448,1570.9561
8,150.19174,240.18462,.7478168,1607.0836
9,40.968243,68.704361,.19458966,1369.0718
10,76.535591,119.9894,.37822476,1469.2477
11,230.82237,367.30942,1.616722,1056.8087
12,63.059765,73.368584,.40260932,49.068062
13,385.10037,544.4328,1.4320084,2231.9556
14,576.22455,722.90643,1.7865357,1772.4194
15,516.86914,612.52448,1.8884144,1904.3898
16,107.02882,136.52795,.66011304,2284.532
17,4.2230515,14.194695,.084049948,4126.3765
18,6.2308464,14.319179,.68221289,4644.582
19,15.586953,35.820553,1.706609,1.7696769
20,667.12891,2357.0793,21.706656,10789.375
21,41.003933,137.00024,.90790451,4080.2444
22,8.0231485,26.967739,.15968201,4233.1909
23,14.183437,47.891472,.28561699,28230.615
24,.65201998,1.7043242,.054037929,2466.4941
25,2.6222277,9.9414635,.044197343,5890.811
26,6.2247038,23.599272,.10491667,8974.9102
27,.56649953,2.1477289,.0095482897,7094.751
28,.77905369,2.9609563,.61737615,4982.3228
29,2.6944091,10.215119,.045413949,11523.218
30,1.7708918,6.7138548,.029848177,7724.9585
31,11.484976,43.54216,.1935779,7014.3101
32,476.1304,1123.0261,2.4443831,3545.3936
33,436.76389,1273.9908,.78786546,5113.2915
34,281.31149,693.66022,1.1578408,58.71484
35,284.25064,741.51556,1.1458862,4121.4214
36,3411.2554,9766.2754,3.7902777,25030.361
37,282.8334,868.26721,1.0131077,3086.459
38,352.50851,773.40961,1.7331998,5744.0981
39,314.07257,683.94226,1.6237212,5203.4663
40,35.393658,72.154144,.33229291,21785.658
41,61.830524,137.75104,.21651466,5878.124
42,411.68057,1724.0065,2.3139665,5538.3574
43,738.25726,2163.2048,2.2860796,5633.1387
44,398.79996,1307.1436,4.0252724,324.80225
45,74.200439,123.81742,.44083977,4594.499
46,143.00931,250.24478,.89047945,8244.8457
47,380.39313,855.48834,2.9765439,12894.719
48,42.145985,101.18223,.23269552,2765.2329
49,5.9496546,19.358694,.07328894,2314.8191
50,389.43692,3.9195647,.036813151,1608.6227
51,12.928093,52.640671,.088898659,7641.1909
52,99.918083,348.52881,.2047582,1949.7811
53,227.23987,691.28998,1.0597486,3479.668
54,501.27203,1201.4719,2.1106083,4982.3228
55,190.47844,476.36465,.51369804,5968.0078
56,20.227081,48.856426,.11597928,6391.4414
57,1006.6434,2566.6604,3.313525,4582.6431
58,18.561316,56.691708,.13936748,3141.5361
59,16.985334,48.283257,.072340891,6309.7935
60,6.3304429,18.891266,.0279203,3250.2351
61,48.098766,187.83337,.2506443,7969.4629
62,239.07413,853.03821,.37012273,8126.9927
63,78.165855,388.43561,.4098596,6159.6699
64,129.72981,225.14626,.31064197,2647.1021
65,555.02972,1013.5038,1.4241098,2199.6948
66,571.48865,1032.2689,1.3859366,2651.6492
67,124.15782,215.17329,.29761562,2581.4353
68,134.60689,241.81522,.32905614,2624.4966
69,142.92747,259.17044,.35085422,2556.7471
70,41.048107,73.382889,.12375503,2691.1287
71,38.021523,69.293869,.12952457,4133.3472
72,18.88616,34.926323,.070045382,2396.8516
73,270.61465,479.39633,.71344596,4085.4814
74,490.95044,942.36853,1.2517514,3768.0613
75,593.9248,1136.4258,1.3958452,5364.8936
76,151.80841,305.0632,.7727347,2151.0669
77,133.7231,224.59384,.64164573,2271.7192
78,1079.2477,1692.6238,2.6394498,3119.5854
79,752.45605,1272.5175,1.9029319,3343.7607
80,591.94019,1178.9292,1.5096034,22568.49
81,760.20538,2395.5176,3.131058,9928.4854
82,181.64272,661.78461,.79001647,2238.1536
83,1950.498,6037.585,4.4997687,18096.379
84,173.85677,575.7356,.77160293,12321.874
85,2028.9954,5781.7505,8.4888153,8370.6035
86,1313.0457,3699.4771,4.0037842,12833.814
87,1001.5351,3103.9536,1.6010532,15991.508
88,384.64218,1915.2582,.62932688,5960.2651
89,4349.5654,12099.379,9.3082352,15549.875
90,3142.2725,10068.601,39.220661,.76214117
91,274.52615,794.42285,.67696291,9784.9473
92,39.171127,110.38297,.39737305,7718.8965
93,441.52826,1159.3616,13.233158,1.9597169
94,349.37604,903.53827,3.2514284,.19544151
95,2752.4412,6955.7803,240.07935,19.151361
96,291.76538,465.85526,1.3000455,1458.1591
97,458.15335,617.2912,2.3672729,1697.3235
98,498.98892,952.987,1.3059757,1751.9509
99,141.46753,256.99445,.44493821,2908.9978
100,150.07774,206.27237,.68163711,1948.0702
101,202.71423,400.33405,.45089728,2420.6956
102,685.79474,1294.7825,4.2006397,13412.378
103,194.26207,323.05804,.92473423,2994.2566
104,2036.6655,4142.3018,32.300007,8593.582
105,33.744038,59.585999,.87378263,2468.6428
106,6.8869762,11.178781,.30092022,8057.7275
107,22.100498,51.383389,.24436752,6870.6528
108,78.700775,201.41876,.32020354,5067.6284
109,88.993561,213.41782,.27473,6445.0156
110,172.97003,396.92456,1.786533,12698.854
111,9.6986294,8.9269562,2.6859155,710.69659
112,1846.6971,3627.908,383.21689,100.3344
113,10441.79,21039.633,717.19208,10481.273
114,4288.7598,7837.9536,137.38385,9135.918
115,24.566225,30.718493,.71862918,399.63596
116,74.323013,94.509476,3.0870695,1209.9073
117,67.44857,87.865929,1.8800601,1135.6913
118,88.431152,149.86365,1.5369353,958.43835
119,291.21109,444.33548,3.3293252,1700.4808
120,415.02411,687.50177,11.446971,4982.3228
121,404.29071,914.37646,15.067809,46264.613
122,127.24173,185.83368,1.9192675,1483.8965
123,87.326904,146.29742,1.8215666,1446.0469
124,7.5971742,10.94224,.47786999,916.62872
125,14.240329,20.510403,.89573121,1507.5009
126,1233.451,2215.6133,85.079407,33.474258
127,.79164869,1.7604938,.61974913,2446.7268
128,189.6682,447.05518,19.332249,4982.3228
129,49.185028,114.71442,12.191017,11.283591
130,47.481838,111.60681,2.2526407,2790.3806
131,43.494129,101.37073,1.644119,5439.5747
132,729.91931,1627.2875,15.956003,8552.1982
133,3.4638674,9.5097027,3.1551247,476.11444
134,6.998373,11.353488,2.1078119,285.00354
135,6.399673,20.876015,.73919749,4982.3228
136,11.73095,20.293665,.83290988,795.92889
137,1.564633,2.7066977,.1110906,994.35449
138,175.61484,427.96878,7.4887128,4982.3228
139,352.07193,556.72272,1.3141462,14634.194
140,1023.7141,1554.2952,2.015528,12255.549
141,451.28787,726.5437,1.6718113,9357.4785
142,130.1498,192.90659,.71307874,8687.4531
143,1544.5,2490.4297,2.4940114,5147.6904
144,1081.653,1786.0294,3.5663421,7121.356
145,316.42984,485.96603,2.2962875,7080.3257
146,249.42009,379.96042,1.0972017,3902.041
147,552.49463,914.71088,1.4334874,2623.4561
148,16.407316,24.703817,.030924438,54.590019
149,272.86075,537.90918,.81846792,6278.2705
150,176.33734,348.03986,.3384071,9486.7393
151,2652.7056,5027.9287,8.8739223,10665.891
152,91.781357,138.13817,.48281389,5107.811
153,192.49431,308.49081,.73773992,5529.9043
154,64.216652,131.88406,.29123577,11028.539
155,491.26944,969.8595,1.6830075,1220
156,481.5033,1029.2478,1.5788997,4151.8687
157,516.38055,1346.7366,3.0895081,755.62714
158,323.77426,629.1474,1.1094806,9648.377
159,428.47858,752.25824,1.8000779,5137.71
160,1419.5037,2996.5178,8.4458246,.95593339
161,117.07339,280.64215,.67905933,7888.1006
162,1301.4515,3195.3772,5.7348585,10605.567
163,1160.6974,4048.6501,6.1282001,5078.187
164,1442.4551,2744.1377,5.8890901,3374.019
165,169.87192,313.69589,1.1384041,4982.3228
166,171.93707,300.93539,1.4972104,7530.5151
167,51.732334,117.82996,.24487382,10539.315
168,221.67618,505.41086,.94143659,467.14075
169,94.078568,214.00835,.34698692,17669.365
170,734.47015,2355.2861,2.6698315,6121.0596
171,197.34392,489.336,.36446413,1444.6803
172,224.17728,558.03717,.49428597,4189.6938
173,1236.8099,2570.8408,5.8109016,5679.1309
174,84.458855,175.23064,1.0343257,5135.7158
175,157.76822,323.61273,1.1374398,7812.9131
176,409.47076,896.85095,1.3193947,5765.3613
177,134.06192,303.0643,.84297317,4550.689
178,34.441143,87.32151,.27620181,3816.5352
179,37.494549,77.479088,.49288276,4693.8379
180,99.782425,239.59589,.30731276,2844.6018
181,175.51067,328.25598,.43748346,2574.3638
182,156.09897,286.77637,.47964171,4297.0435
183,1136.2238,2647.8831,2.4333146,8388.0752
184,176.60724,384.07504,.87680465,4686.6997
185,337.01315,1089.9264,1.2681057,4068.6494
186,88.774681,353.00769,.68679667,6209.8462
187,429.52942,1525.8257,1.2109103,6059.4482
188,508.43021,1449.1748,.98236108,5253.2773
189,141.34302,279.46008,.42604503,2831.676
190,450.31915,914.91846,1.3040041,5860.895
191,458.81827,1198.6332,1.2544805,12360.864
192,549.00446,1315.9277,1.4530996,4435.1021
193,302.99921,846.19574,.75995433,5339.7793
194,566.76642,1477.3646,1.5688031,3335.3838
195,506.84409,1524.842,1.3791806,5276.5107
196,448.60751,1059.0347,1.5454597,3553.6846
197,706.97595,1467.0901,2.8077455,1928.5048
198,231.14999,381.32962,.81359637,1945.235
199,268.63422,494.19412,.8595711,3700.7268
200,209.68306,331.16025,.74837869,2539.5039
201,280.89334,545.03687,1.3269135,1708.0763
202,745.43378,1985.9836,3.3857129,4529.4668
203,109.30502,236.90898,.73047614,2333.2358
204,137.03658,220.38911,.76902825,2677.9905
205,65.240692,110.47954,1.1468374,8754.0225
206,78.348839,185.24771,1.6277279,11540.488
207,183.62311,486.10855,1.2431448,4091.4907
208,68.505295,168.36237,1.5154625,5085.6382
209,154.30911,249.70638,1.2815102,6741.085
210,20.778748,31.994371,.41841701,8015.1387
211,55.829025,111.36989,.31914479,3027.01
212,86.332947,195.7327,.33719963,9487.6934
213,53.636074,105.89141,.31394801,3472.1208
214,316.10178,673.41339,1.8686846,3934.3955
215,80.343735,193.58871,.44180757,3455.3496
216,132.44254,358.49637,.60564494,11350.434
217,47.674809,128.37428,.20921528,9578.7705
218,15.205658,51.212379,.06346371,15739.177
219,16.349297,45.483566,.06408187,11616.635
220,18.999151,49.750614,.059055541,16269.527
221,352.31531,1051.572,1.0469066,8311.5518
222,211.6519,486.29797,.59500021,5197.7788
223,29.931435,65.738457,.084482126,4201.3823
224,230.698,494.13763,.80676216,3189.7932
225,169.93614,372.78424,.61300826,5726.7656
226,29.280716,64.30928,.082645476,2596.5649
227,87.636368,192.41557,.24964102,6392.8296
228,114.17243,250.75708,.32225415,3918.5737
229,20.22476,44.41967,.057084836,3928.2832
230,588.59149,1775.0105,1.9621149,7321.1563
231,985.93945,3159.1155,2.8378048,4486.6968
232,460.66663,2037.3529,2.2045517,10860.857
233,15.223989,42.964233,.21058184,3653.8389
234,583.83704,1185.6514,3.6142118,3303.9788
235,37.70919,106.5039,.37539095,6043.3696
236,58.351707,138.87074,.11693458,4022.9238
237,28.098135,83.465889,.088902265,4454.4023
238,1050.0692,2579.0051,3.5390618,8764.5586
239,165.61957,491.97516,.52401888,4004.7629
240,910.24292,3846.5718,.93078709,11833.863
241,303.39185,1473.2816,.74390042,3365.4502
242,139.07166,397.31476,.35739493,8778.6924
243,156.69281,347.63199,.55532002,4431.6782
244,259.4021,547.99377,1.1218479,3856.9048
245,40.69249,88.305344,.12570845,2241.5593
246,74.497772,212.83318,.19144893,10713.653
247,201.83401,560.25171,.5715723,4200.5366
248,321.99725,694.06268,1.332571,10097.15
249,253.84059,539.81036,1.1440246,6787.1582
250,79.064972,148.32233,.45390001,3217.519
251,307.70892,758.53534,1.0316973,3619.4211
252,815.88556,2499.707,1.855348,5361.3818
253,30.883284,75.322197,.1437676,2462.2717
254,112.48598,391.02023,.14043471,6039.5229
255,30.032753,100.31681,.040634356,8386.8643
256,300.59863,1250.734,.90897524,6587.9883
257,208.55643,1005.7448,.29987288,1632.4537
258,259.53409,819.94165,1.1918561,3564.5576
259,56.091301,193.74942,.31265476,1818.8976
260,60.83395,168.87944,.40568152,1572.8075
261,8.9346399,26.57559,.062913269,2489.5898
262,45.472248,119.77536,.30568886,1693.3989
263,812.92413,2505.0291,5.6458354,1675.7214
264,312.15936,936.60938,1.493345,673.98218
265,14.068742,35.012367,.044050049,4298.3315
266,190.55653,560.05328,.50064766,2624.1646
267,23.795664,66.343071,.068790786,2066.3154
268,308.98209,930.97815,.73274904,11798.801
269,19.009668,46.306515,.088152125,2104.2876
270,209.04008,727.06189,.11392154,2855.2104
271,23.883953,83.411179,.031755473,2468.7075
272,389.43692,3.3737118,.031686436,5682.1387
273,16.768534,50.904091,.07422936,2098.7488
274,32.210491,80.456223,.11126696,3393.6587
275,61.687435,145.42528,.14640227,2216.1763
276,412.98151,966.11609,.87888855,4139.2676
277,172.74863,455.28879,.85977769,2261.0884
278,48.488716,97.899742,.15267146,3577.2612
279,150.90491,308.51431,.64512599,2081.415
280,261.14932,525.797,.88888073,7260.3584
281,388.2695,842.0332,2.3867466,2744.6426
282,29.360443,67.016609,.12198245,1385.4838
283,40.839237,94.877853,.26264927,1725.9098
284,112.65313,246.50099,.69212335,1881.4337
285,47.116608,105.43162,.20868036,1732.3773
286,47.862045,154.18719,.26769236,4982.3228
287,36.373199,100.313,.18863699,4808.855
288,195.45409,435.58444,.91993821,4982.3228
289,391.94037,1403.8558,2.1834285,4982.3228
290,268.62909,466.03165,2.0339301,4982.3228
291,41.654774,62.534904,.4830744,4963.8169
292,27.839203,41.778847,.320252,1080.4214
293,54.137726,74.645905,.74690652,7220.8101
294,120.0707,180.19249,1.3812497,2834.6431
295,7.3661613,11.054544,.084737644,2826.5247
296,57.991356,111.42006,.56153232,4766.1729
297,33.027737,83.908844,.23128137,2224.5859
298,40.649323,72.608444,.41738111,7398.1069
299,205.46521,581.34698,.78364372,2497.688
300,221.86261,426.39426,1.6020874,7005.1172
301,2.2250562,4.5278349,1.8275696,416.52676
302,21.782619,29.977692,.49480405,10472.025
303,12.212423,21.063488,.28969568,5095.4741
304,353.24673,645.72748,1.8823422,6629.3618
305,4.2028866,8.0753479,.10208311,3759.6409
306,66.496071,93.684151,.81486404,6175.3716
307,167.44499,306.18945,.73676085,2241.4395
308,49.70269,83.072678,.32506156,2600.446
309,42.177834,98.49543,.27916992,2500.312
310,57.407677,141.4966,.23126151,2266.6538
311,1921.9037,4750.9731,8.1414843,10243.578
312,18.987686,52.594799,.072732061,2414.6482
313,11.34614,21.805967,.081386253,3702.7688
314,91.461159,180.28259,.94147289,6423.4741
315,2.9488378,6.1902533,.05428398,3845.2007
316,154.70108,267.72058,.76022553,2770.5593
317,42.229786,80.641876,.1265669,8308.7842
318,29.084339,50.327988,.13962507,2641.4604
319,28.044981,47.185555,.14661911,3119.9692
320,29.834471,49.600433,.16128838,2783.8982
321,23.065176,38.368851,.12449206,2935.8745
322,946.474,1784.2081,3.4843018,9425.5127
323,44.203407,73.489098,.23896836,12777.995
324,266.65546,482.19104,.78542024,5365.9995
325,46.078396,96.7286,.848239,4329.7617
326,266.26477,569.49768,1.6653436,2454.6086
327,198.45876,398.40588,1.3214573,3787.2742
328,141.64549,295.5246,.73512787,3791.9402
329,344.54703,763.87433,.82129729,3568.103
330,306.96982,680.76031,.70505697,2861.4258
331,251.11848,554.16901,.84390706,4563.3691
332,115.83469,245.26045,.66653186,5755.9248
333,159.06775,360.63586,.62128747,3287.1572
334,86.320053,211.2227,.32222006,2440.2961
335,56.730274,150.55247,.43596917,4304.3052
336,175.38948,439.20798,.72847944,3060.5017
337,99.474525,288.27039,.66086715,4567.6362
338,37.619797,103.28339,.26980731,2852.4866
339,163.92957,652.08752,.14484097,12436.972
340,103.5182,183.76611,.36592421,6946.0684
341,1155.3921,2131.5112,3.5022781,5626.2866
342,157.61987,253.20619,.8597303,3147.127
343,396.98328,487.86411,1.8126509,5517.7314
344,351.85706,532.81683,3.1198258,441.14075
345,176.48541,302.38968,.86854064,2311.1377
346,197.19684,318.2298,.7052905,2533.6765
347,89.783356,164.53644,.47094184,2053.3086
348,201.73106,373.71494,.68979597,5583.9888
349,138.01974,244.73537,.48877257,2260.1992
350,240.80081,481.85574,.93751168,3402.1921
351,572.16431,1134.0425,1.9339515,3183.7729
352,247.70667,458.14087,1.0815519,1876.1388
353,314.23416,593.71429,1.7718046,1682.3778
354,357.0177,591.57886,2.9248786,1728.5524
355,179.10643,301.42435,1.8091229,948.95837
356,139.37799,192.60513,1.2635418,1605.1104
357,68.62561,93.384628,.22595394,1623.2786
358,201.79614,272.59747,.8661176,1000.6956
359,70.248451,95.496986,.19684044,1510.8823
360,455.11044,737.78729,1.4553758,2650.1226
361,399.26089,802.3172,1.3473724,2288.9468
362,263.21503,660.61743,.88233566,1432.8425
363,78.650597,106.88289,.2204446,1342.8838
364,469.16605,887.39069,1.1849856,1758.3256
365,78.409271,132.96043,.19486058,1452.5732
366,68.748558,92.053444,.20784567,1585.3528
367,489.25388,615.82928,2.3674653,3184.3152
368,627.23114,1149.5808,2.3461316,2979.3494
369,132.32481,159.82362,.57728487,2498.5703
370,420.61691,609.92938,7.9153128,1465.5535
371,48.126427,156.7935,.48598465,7870.521
372,176.96526,506.29141,.65275168,6647.8989
373,102.06097,314.40982,.45197096,.062542997
374,111.19729,315.80212,.34909153,6146.979
375,160.47618,390.49823,.39504412,7528.7197
376,1264.7687,2804.6528,3.7189054,9874.3799
377,30.010365,82.189606,.091297761,3386.1245
378,50.5909,120.9796,.15190685,1881.1863
379,180.89143,537.25653,.53110242,3426.3149
380,173.37387,498.18005,.62452841,3983.8284
381,330.30688,782.46033,1.1985954,3952.7129
382,418.67969,1034.7164,.87133503,4818.9658
383,773.11133,1707.808,1.4529319,6120.8052
384,94.073166,198.61232,.57028061,5803.2744
385,635.16614,1376.6519,1.5128908,4689.4609
386,29.46913,65.773872,.13622732,4391.5635
387,3.6761913,7.5557599,.030209402,5545.7437
388,9.3282394,19.14443,.077227794,4845.9507
389,554.77716,1214.7632,.32705295,8087.4302
390,1363.8025,3128.2805,4.0441847,6652.2744
391,33.241341,75.188698,.27869061,9860.6299
392,79.645149,163.54848,.66157699,5696.2168
393,45.326424,93.023834,.37525401,2285.4795
394,197.39888,468.15564,.66674823,8583.8447
395,64.951149,118.94067,.41128618,2575.3428
396,101.1322,142.44034,.54377818,3905.9058
397,1960.8956,3830.8677,10.572245,7683.7817
398,122.16225,304.16104,.45082384,7277.2158
399,822.25433,1694.1333,4.2108693,3895.7271
400,131.90762,246.6628,.60308588,3426.2412
401,28.970047,50.780247,.13588285,4663.3545
402,375.80331,914.93188,1.9111313,3141.5833
403,1188.7706,2012.0568,6.8382378,7401.6089
404,55.104431,120.95149,.20677716,1741.9132
405,219.60272,482.90927,.7229408,2680.0283
406,198.29132,390.0672,1.0101485,3002.9888
407,609.53357,1375.9901,1.6435871,3528.6814
408,252.39047,595.89722,.53955501,2804.8308
409,18.271835,36.844143,.37888211,3749.105
410,23.121244,59.333035,.17250422,2607.9197
411,279.47339,639.70697,.89802736,6203.502
412,55.506615,121.16433,.57062757,2024.0996
413,84.017029,189.68346,.36194095,1848.9868
414,599.93225,1167.3461,2.7781794,1866.6687
415,158.13728,393.56808,.74357003,3252.4988
416,73.053009,168.24919,.29553029,6788.6509
417,18.972328,55.102047,.39766183,4612.8843
418,70.027496,130.49196,.38267264,2452.1528
419,61.570557,127.53246,.2650905,2985.0005
420,107.62757,167.05247,.73324895,7193.0752
421,88.012718,133.12514,.76924068,2847.2939
422,36.538345,56.521385,.4287307,1070.7709
423,18.723806,29.952732,.30589896,20647.723
424,18.828007,30.433117,.33494914,4920.1172
425,29.174768,46.542652,.18916212,5089.208
426,118.1228,188.08394,.57380128,3661.5706
427,255.37582,417.27945,.99521238,8033.1963
428,115.18503,195.73914,.50295258,4581.1167
429,28.943398,66.333206,.14956446,1385.3955
430,247.52228,497.45444,1.7500892,3664.7429
431,1544.6344,2651.8091,25.051901,3509.0195
432,450.40253,720.32458,4.8227444,6370.9497
433,67.509842,109.76368,1.0762863,7700.1948
434,237.34032,451.92203,1.0483868,2184.3779
435,369.41949,707.38501,.95893365,10222.511
436,75.301247,132.77238,.33959031,2711.8469
437,171.3362,334.76175,.76576191,4826.6768
438,148.1832,290.01239,.70704073,2458.697
439,165.57301,288.86578,.77083486,1792.4545
440,144.74475,274.33063,.7931326,1768.4933
441,161.32661,276.06931,.74232638,1923.1118
442,219.90602,375.04456,.60387164,2562.4373
443,193.41534,284.63977,.64985162,3021.8752
444,65.024979,93.190857,.2288529,2043.3378
445,80.193398,129.1129,.29330212,1902.8672
446,100.54544,155.43851,.61297268,2078.5098
447,71.753403,113.45849,.49554682,1946.7291
448,62.010551,91.944305,.32126528,2185.8577
449,73.826965,107.91125,.38302979,2152.1067
450,89.679085,158.09409,.60216433,1705.1876
451,16.385799,24.725405,.072167352,1680.3761
452,32.076202,47.72142,.10563103,1690.8009
453,41.966244,59.441532,.24124527,1737.9127
454,25.137335,37.002853,.12286321,1844.973
455,97.869293,132.08394,.50086397,1735.7068
456,150.46521,205.76729,.48861051,2124.6301
457,109.17977,228.18439,.17460445,2762.915
458,230.66071,447.73401,.52003354,3139.7107
459,245.87819,510.36139,.38064423,4982.3228
460,360.50778,694.32477,1.0211698,3397.7991
461,564.10919,927.56842,2.1737275,3055.1267
